station_name,date,evapo_transpiration,rain,pan_evaporation,temperature_maximum,temperature_minimum,relative_humidity_maximum,relative_humidity_minimum,average_wind_speed,solar_radiation
AIREYS INLET,06/05/2017,2.3,0.0, ,15.9,10.1,86,54,6.09,7.54
AIREYS INLET,07/05/2017,2.1,2.6, ,14.8,8.1,90,55,6.19,10.29
AIREYS INLET,08/05/2017,1.9,0.8, ,15.8,9.1,93,59,5.78,7.87
AIREYS INLET,09/05/2017,1.7,1.0, ,15.8,11.1,83,63,3.80,7.28
AIREYS INLET,10/05/2017,1.2,0.0, ,16.1,10.2,94,66,1.57,10.76
AIREYS INLET,11/05/2017,1.4,0.0, ,17.2,8.3,94,60,2.54,8.33
AIREYS INLET,12/05/2017,1.5,0.0, ,16.2,8.4,89,67,3.58,9.61
AIREYS INLET,13/05/2017,1.4,0.0, ,15.7,7.1,90,64,2.71,10.27
AIREYS INLET,14/05/2017,1.2,0.0, ,15.7,10.3,89,65,2.44,5.48
AIREYS INLET,15/05/2017,1.2,0.0, ,15.9,12.3,92,70,2.42,6.76
AIREYS INLET,16/05/2017,1.1,3.2, ,15.2,9.3,92,75,2.11,10.23
AIREYS INLET,17/05/2017,1.0,0.2, ,14.8,10.4,93,68,2.31,2.98
AIREYS INLET,18/05/2017,1.1,0.8, ,17.9,11.9,93,74,1.88,9.04
AIREYS INLET,19/05/2017,1.0,0.0, ,16.4,13.2,95,72,2.17,4.96
AIREYS INLET,20/05/2017,1.5,2.2, ,18.7,9.9,95,64,3.41,8.47
AIREYS INLET,21/05/2017,2.2,0.2, ,20.3,11.8,86,61,5.58,6.05
AIREYS INLET,22/05/2017,2.6,0.0, ,20.3,13.0,79,52,5.15,9.51
AIREYS INLET,23/05/2017,2.1,0.4, ,18.7,12.5,82,58,4.62,9.27
AIREYS INLET,24/05/2017,1.6,0.6, ,15.9,11.3,90,62,4.65,7.00
AIREYS INLET,25/05/2017,1.7,0.2, ,17.1,11.1,95,62,5.06,7.18
AIREYS INLET,26/05/2017,1.3,1.8, ,16.6,8.5,95,51,2.32,8.80
AIREYS INLET,27/05/2017,2.0,0.0, ,17.8,8.2,94,59,6.53,7.94
AIREYS INLET,28/05/2017,1.4,11.8, ,12.6,9.0,94,64,5.37,4.70
AIREYS INLET,29/05/2017,1.4,0.0, ,13.5,5.8,92,66,5.51,8.40
AIREYS INLET,30/05/2017,1.4,2.8, ,12.1,7.2,95,62,6.08,7.04
AIREYS INLET,31/05/2017,1.3,5.6, ,13.0,6.7,93,59,4.14,7.81
AIREYS INLET,01/06/2017,1.2,0.4, ,13.3,7.6,89,58,2.83,5.58
AIREYS INLET,02/06/2017,1.2,0.0, ,13.9,9.5,79,61,2.27,5.79
AIREYS INLET,03/06/2017,0.9,0.0, ,13.3,9.3,94,67,1.81,3.94
AIREYS INLET,04/06/2017,1.2,0.2, ,13.2,6.5,94,62,3.83,8.79
AIREYS INLET,05/06/2017,1.3,0.0, ,15.1,8.3,92,72,5.75,4.58
AIREYS INLET,06/06/2017,1.9,4.6, ,12.9,9.0,91,57,8.17,7.56
AIREYS INLET,07/06/2017,1.1,0.0, ,12.3,9.8,91,66,3.05,3.72
AIREYS INLET,08/06/2017,1.1,0.0, ,12.7,7.2,95,69,4.79,4.40
AIREYS INLET,09/06/2017,1.0,7.0, ,14.6,8.1,95,74,3.49,5.77
AIREYS INLET,10/06/2017,1.0,0.8, ,14.7,7.7,95,70,2.93,6.62
AIREYS INLET,11/06/2017,0.9,0.2, ,13.2,6.8,95,74,3.62,7.51
AIREYS INLET,12/06/2017,1.2,0.0, ,14.4,8.4,93,75,5.80,5.53
AIREYS INLET,13/06/2017,0.8,0.0, ,12.6,10.4,89,74,1.73,3.91
AIREYS INLET,14/06/2017,1.1,0.0, ,16.6,8.7,94,66,3.19,8.27
AIREYS INLET,15/06/2017,1.3,0.0, ,15.7,9.5,86,67,3.56,7.36
AIREYS INLET,16/06/2017,1.1,0.0, ,16.6,8.3,91,57,2.27,8.80
AIREYS INLET,17/06/2017,1.3,0.0, ,16.8,8.0,89,61,3.14,8.86
AIREYS INLET,18/06/2017,0.9,0.0, ,16.6,9.9,95,72,2.43,6.93
AIREYS INLET,19/06/2017,0.8,0.2, ,14.3,9.7,95,75,2.69,4.64
AIREYS INLET,20/06/2017,1.4,0.0, ,15.6,8.9,93,63,4.90,8.72
AIREYS INLET,21/06/2017,1.0,0.0, ,12.8,9.3,92,64,2.72,5.81
AIREYS INLET,22/06/2017,1.1,0.0, ,13.2,8.1,90,66,3.12,5.58
AIREYS INLET,23/06/2017,1.7,0.0, ,14.4,8.2,93,62,7.64,4.91
AIREYS INLET,24/06/2017,1.3,0.2, ,12.5,5.8,90,58,4.41,8.13
AIREYS INLET,25/06/2017,1.2,0.0, ,11.8,6.1,92,70,5.86,4.34
AIREYS INLET,26/06/2017,0.8,0.4, ,12.7,7.3,95,73,2.86,6.26
AIREYS INLET,27/06/2017,0.9,0.2, ,10.6,5.3,94,70,3.30,4.17
AIREYS INLET,28/06/2017,1.3,0.0, ,14.3,7.6,91,68,4.78,7.07
AIREYS INLET,29/06/2017,1.3,0.0, ,12.3,8.1,95,60,4.61,5.46
AIREYS INLET,30/06/2017,1.2,3.6, ,10.9,6.8,79,64,3.17,4.54
AIREYS INLET,01/07/2017,1.2,0.0, ,12.6,4.3,86,57,3.32,9.04
AIREYS INLET,02/07/2017,1.3,0.0, ,12.7,3.0,84,48,2.88,9.09
AIREYS INLET,03/07/2017,1.2,0.0, ,9.9,2.8,95,60,4.42,3.42
AIREYS INLET,04/07/2017,1.2,10.6, ,13.9,7.2,94,73,6.10,7.30
AIREYS INLET,05/07/2017,1.4,0.2, ,14.5,8.5,91,58,3.83,8.16
AIREYS INLET,06/07/2017,1.3,0.0, ,13.6,5.8,91,59,3.62,9.26
AIREYS INLET,07/07/2017,1.4,0.4, ,13.1,7.3,89,65,5.35,8.49
AIREYS INLET,08/07/2017,1.5,0.0, ,13.2,7.1,90,60,5.36,7.82
AIREYS INLET,09/07/2017,1.1,0.0, ,12.0,7.0,89,76,5.47,8.80
AIREYS INLET,10/07/2017,1.3,0.0, ,14.1,6.6,88,64,3.92,9.43
AIREYS INLET,11/07/2017,1.0,0.0, ,13.8,7.3,91,64,2.20,7.04
AIREYS INLET,12/07/2017, ,0.0, , ,6.1,90,58,2.98,9.32
AIREYS INLET,13/07/2017,2.1,0.0, ,12.9,6.0,84,54,7.59,6.65
AIREYS INLET,14/07/2017,1.3,7.8, ,12.3,8.1,94,63,4.93,6.83
AIREYS INLET,15/07/2017,1.3,0.4, ,12.5,5.0,90,62,4.28,9.70
AIREYS INLET,16/07/2017,1.6,0.0, ,11.3,4.6,84,57,5.71,4.37
AIREYS INLET,17/07/2017,1.5,10.2, ,13.8,6.5,95,61,5.78,8.40
AIREYS INLET,18/07/2017,1.2,6.0, ,13.0,7.1,94,70,4.64,7.25
AIREYS INLET,19/07/2017,1.2,11.4, ,11.3,8.1,95,71,7.65,4.63
AIREYS INLET,20/07/2017,1.5,3.4, ,10.6,5.9,91,62,6.54,8.41
AIREYS INLET,21/07/2017,1.2,2.2, ,13.8,5.1,89,62,2.78,10.14
AIREYS INLET,22/07/2017,2.3,0.0, ,14.4,3.8,88,51,7.71,9.22
AIREYS INLET,23/07/2017,1.8,0.4, ,13.2,7.9,93,53,5.79,6.15
AIREYS INLET,24/07/2017,1.1,0.2, ,13.8,7.4,95,71,3.51,8.98
AIREYS INLET,25/07/2017,2.2,0.2, ,16.9,7.8,87,57,6.36,9.52
AIREYS INLET,26/07/2017,1.7,0.6, ,14.1,9.9,89,62,5.28,8.00
AIREYS INLET,27/07/2017,1.5,0.2, ,13.3,5.8,95,63,5.30,6.71
AIREYS INLET,28/07/2017,1.7,15.8, ,14.1,7.4,90,55,4.12,9.75
AIREYS INLET,29/07/2017,3.1,0.0, ,16.7,8.3,88,40,8.74,7.10
AIREYS INLET,30/07/2017,2.3,1.2, ,15.4,9.5,90,54,7.81,10.10
AIREYS INLET,31/07/2017,1.1,0.0, ,13.9,5.5,92,61,1.95,9.08
AIREYS INLET,01/08/2017,1.1,0.0, ,13.4,5.9,93,65,1.78,11.02
AIREYS INLET,02/08/2017,1.1,0.2, ,12.4,6.0,94,65,2.46,9.39
AIREYS INLET,03/08/2017,0.7,0.0, ,10.0,8.0,92,75,0.95,4.12
AIREYS INLET,04/08/2017,1.3,2.0, ,11.5,7.3,95,66,4.91,6.88
AIREYS INLET,05/08/2017,1.9,0.8, ,12.7,7.2,92,60,8.38,9.67
AIREYS INLET,06/08/2017,1.6,3.2, ,11.6,7.4,95,61,6.94,8.32
AIREYS INLET,07/08/2017,1.3,5.6, ,12.5,5.8,95,69,5.55,6.02
AIREYS INLET,08/08/2017,1.3,6.8, ,14.4,6.7,93,76,4.84,7.75
AIREYS INLET,09/08/2017,1.9,0.0, ,16.4,8.9,92,61,5.00,10.86
AIREYS INLET,10/08/2017,4.3,0.0, ,17.9,11.0,73,34,9.54,11.31
AIREYS INLET,11/08/2017,2.4,0.0, ,14.7,8.6,84,58,8.45,7.86
AIREYS INLET,12/08/2017,2.2,0.2, ,15.8,9.5,94,51,5.60,9.72
AIREYS INLET,13/08/2017,2.6,0.2, ,18.6,8.6,92,44,5.01,9.53
AIREYS INLET,14/08/2017,2.7,0.0, ,19.0,10.6,95,39,4.50,11.71
AIREYS INLET,15/08/2017,1.6,0.6, ,16.4,10.4,94,75,7.43,6.07
AIREYS INLET,16/08/2017,2.4,5.2, ,13.8,9.3,90,59,10.47,12.77
AIREYS INLET,17/08/2017,2.1,8.2, ,12.9,8.2,92,60,8.92,10.65
AIREYS INLET,18/08/2017,1.3,7.2, ,10.7,5.7,92,74,6.80,7.79
AIREYS INLET,19/08/2017,1.9,11.8, ,13.0,5.0,92,55,4.23,12.42
AIREYS INLET,20/08/2017,1.9,0.0, ,13.6,3.4,81,45,2.67,13.24
AIREYS INLET,21/08/2017,1.3,0.2, ,12.2,5.8,91,68,3.08,7.87
AIREYS INLET,22/08/2017,2.0,0.0, ,15.0,5.9,88,65,5.06,12.90
AIREYS INLET,23/08/2017,1.6,0.0, ,14.4,8.7,92,69,5.61,5.52
AIREYS INLET,24/08/2017,2.0,10.6, ,13.9,5.3,87,61,4.55,13.67
AIREYS INLET,25/08/2017,2.0,0.0, ,15.3,7.2,90,61,4.15,11.39
AIREYS INLET,26/08/2017,2.1,0.0, ,15.2,8.2,91,56,4.57,10.69
AIREYS INLET,27/08/2017,2.1,6.2, ,11.1,5.1,94,54,8.33,11.34
AIREYS INLET,28/08/2017,1.9,2.8, ,13.7,5.9,92,59,3.37,13.16
AIREYS INLET,29/08/2017,1.8,0.4, ,12.8,5.4,91,64,4.30,11.97
AIREYS INLET,30/08/2017,1.9,2.6, ,14.3,6.9,95,53,4.20,8.90
AIREYS INLET,31/08/2017,2.1,0.2, ,13.3,7.8,88,48,2.46,15.19
AIREYS INLET,01/09/2017,2.0,0.0, ,15.9,4.0,93,47,2.93,8.33
AIREYS INLET,02/09/2017,3.2,0.0, ,20.2,8.7,71,44,4.58,10.36
AIREYS INLET,03/09/2017,2.8,0.8, ,14.8,9.6,92,48,8.41,11.11
AIREYS INLET,04/09/2017,1.7,10.0, ,9.7,3.9,92,67,9.48,10.44
AIREYS INLET,05/09/2017,1.3,16.8, ,8.8,2.8,94,76,7.37,11.47
AIREYS INLET,06/09/2017,2.1,8.0, ,14.0,4.8,94,63,5.86,13.29
AIREYS INLET,07/09/2017,2.1,0.4, ,14.3,7.5,92,65,5.95,12.24
AIREYS INLET,08/09/2017,2.4,0.6, ,12.9,6.4,82,56,5.71,13.24
AIREYS INLET,09/09/2017,2.1,0.2, ,15.4,6.1,92,62,4.36,13.32
AIREYS INLET,10/09/2017,2.1,0.0, ,15.0,6.6,92,55,3.26,12.61
AIREYS INLET,11/09/2017,3.6,0.0, ,21.9,7.5,88,45,6.31,10.23
AIREYS INLET,12/09/2017,1.3,2.2, ,15.2,10.9,95,82,2.94,7.40
AIREYS INLET,13/09/2017,2.0,2.6, ,13.5,10.0,96,64,7.09,11.05
AIREYS INLET,14/09/2017,2.1,6.6, ,14.8,4.2,91,66,6.72,12.03
AIREYS INLET,15/09/2017,2.2,0.4, ,15.3,8.6,94,66,5.26,13.33
AIREYS INLET,16/09/2017,2.7,9.8, ,13.5,6.3,95,50,7.05,16.00
AIREYS INLET,17/09/2017,3.7,0.0, ,17.5,5.5,84,42,6.66,18.41
AIREYS INLET,18/09/2017,4.6,0.0, ,18.9,9.4,92,29,10.66,10.28
AIREYS INLET,19/09/2017,2.5,3.2, ,13.9,6.8,91,52,5.03,13.20
AIREYS INLET,20/09/2017,2.8,0.2, ,17.3,5.4,92,52,4.06,16.87
AIREYS INLET,21/09/2017,4.3,0.0, ,22.2,9.4,89,30,5.36,14.46
AIREYS INLET,22/09/2017,3.2,0.0, ,20.4,8.2,93,49,3.16,18.38
AIREYS INLET,23/09/2017,4.2,0.0, ,20.4,13.3,87,37,6.09,16.53
AIREYS INLET,24/09/2017,3.3,3.0, ,16.5,9.2,92,57,10.77,19.03
AIREYS INLET,25/09/2017,2.4,5.4, ,15.3,9.2,92,60,4.47,13.19
AIREYS INLET,26/09/2017,2.3,0.8, ,14.9,6.3,86,48,2.15,14.00
AIREYS INLET,27/09/2017,3.2,0.0, ,20.6,7.6,91,43,3.96,11.99
AIREYS INLET,28/09/2017,3.0,0.2, ,15.9,10.6,89,50,5.23,14.75
AIREYS INLET,29/09/2017,3.5,0.0, ,18.1,8.2,87,48,6.81,14.71
AIREYS INLET,30/09/2017,3.3,2.0, ,15.8,8.4,89,42,5.91,16.27
AIREYS INLET,01/10/2017,2.5,0.0, ,17.6,8.3,94,63,3.91,14.69
AIREYS INLET,02/10/2017,2.0,0.0, ,15.0,8.0,93,67,2.45,12.77
AIREYS INLET,03/10/2017,3.4,0.2, ,19.8,8.1,95,50,3.08,21.36
AIREYS INLET,04/10/2017,2.9,0.0, ,20.1,9.2,95,69,1.87,20.21
AIREYS INLET,05/10/2017,3.8,0.0, ,18.1,12.3,93,39,7.01,14.35
AIREYS INLET,06/10/2017,2.7,0.4, ,15.8,8.7,95,66,7.36,17.25
AIREYS INLET,07/10/2017,2.8,0.8, ,18.0,9.8,95,55,2.01,17.83
AIREYS INLET,08/10/2017,4.3,0.0, ,25.4,12.2,95,42,4.06,17.48
AIREYS INLET,09/10/2017,3.8,0.8, ,17.4,11.3,93,39,5.05,20.01
AIREYS INLET,10/10/2017,3.5,0.0, ,19.2,6.6,89,49,3.46,21.07
AIREYS INLET,11/10/2017,4.4,0.0, ,23.1,8.9,96,33,6.48,9.69
AIREYS INLET,12/10/2017,2.9,11.6, ,15.8,8.3,92,56,5.50,16.81
AIREYS INLET,13/10/2017,3.2,0.0, ,17.2,10.1,94,51,3.72,18.52
AIREYS INLET,14/10/2017,3.3,0.0, ,16.5,7.0,88,53,1.99,23.70
AIREYS INLET,15/10/2017,3.2,0.0, ,17.9,8.8,91,63,1.74,22.87
AIREYS INLET,16/10/2017,3.4,0.0, ,21.3,10.5,95,72,1.45,22.59
AIREYS INLET,17/10/2017,6.2,0.0, ,31.3,11.8,89,17,3.03,24.66
AIREYS INLET,18/10/2017,8.4,0.0, ,31.7,17.8,53,24,5.91,24.86
AIREYS INLET,19/10/2017,3.6,7.2, ,22.1,15.4,96,40,5.33,9.47
AIREYS INLET,20/10/2017,3.9,2.8, ,16.0,9.6,85,49,6.16,23.58
AIREYS INLET,21/10/2017,2.4,0.0, ,16.4,10.3,83,64,4.16,9.57
AIREYS INLET,22/10/2017,3.1,0.0, ,17.4,9.7,89,67,4.38,20.18
AIREYS INLET,23/10/2017,2.0,0.0, ,15.8,9.5,93,70,1.99,10.99
AIREYS INLET,24/10/2017,2.9,0.0, ,18.8,10.3,95,67,1.84,18.22
AIREYS INLET,25/10/2017,2.4,4.2, ,15.9,11.4,95,69,2.17,14.64
AIREYS INLET,26/10/2017,3.9,0.0, ,18.3,10.9,90,58,3.99,25.96
AIREYS INLET,27/10/2017,5.6,0.0, ,26.5,9.8,95,28,4.15,23.41
AIREYS INLET,28/10/2017,5.1,0.0, ,20.1,13.0,86,30,4.32,26.71
AIREYS INLET,29/10/2017,7.0,0.0, ,28.0,10.2,91,24,6.45,23.84
AIREYS INLET,30/10/2017,3.2,7.4, ,16.1,7.4,95,54,4.68,19.93
AIREYS INLET,31/10/2017,2.7,0.4, ,16.2,7.0,82,55,2.93,14.09
AIREYS INLET,01/11/2017,2.2,0.0, ,16.4,10.8,94,70,3.57,11.36
AIREYS INLET,02/11/2017,2.0,4.2, ,15.3,9.5,95,64,2.68,9.77
AIREYS INLET,03/11/2017,3.7,0.4, ,15.7,7.3,88,52,5.56,23.60
AIREYS INLET,04/11/2017,4.0,1.0, ,16.7,6.9,85,46,4.78,24.75
AIREYS INLET,05/11/2017,3.3,0.0, ,15.6,8.6,83,48,3.10,19.26
AIREYS INLET,06/11/2017,4.0,0.0, ,16.5,9.6,88,51,6.46,24.42
AIREYS INLET,07/11/2017,3.2,1.8, ,16.0,9.6,95,53,6.66,16.60
AIREYS INLET,08/11/2017,3.2,0.0, ,17.3,10.6,85,57,3.11,17.89
AIREYS INLET,09/11/2017,4.0,0.0, ,17.6,8.9,93,62,2.46,28.43
AIREYS INLET,10/11/2017,3.8,0.0, ,19.7,10.8,95,59,2.24,23.71
AIREYS INLET,11/11/2017,4.1,0.0, ,21.1,13.1,95,67,2.99,25.57
AIREYS INLET,12/11/2017,3.5,0.0, ,20.6,13.8,94,71,2.50,21.10
AIREYS INLET,13/11/2017,4.8,0.0, ,23.4,13.3,95,60,1.77,29.11
AIREYS INLET,14/11/2017,6.3,0.0, ,30.2,14.1,91,34,2.85,28.66
AIREYS INLET,15/11/2017,4.6,0.0, ,26.3,20.5,96,31,4.93,11.46
AIREYS INLET,16/11/2017,1.1,13.4, ,18.2,15.2,96,93,3.19,4.95
AIREYS INLET,17/11/2017,4.0,8.0, ,22.1,15.3,96,70,1.75,23.76
AIREYS INLET,18/11/2017,5.2,0.0, ,24.8,13.4,96,54,2.39,29.95
AIREYS INLET,19/11/2017,5.2,0.0, ,25.4,14.4,95,61,1.96,30.11
AIREYS INLET,20/11/2017,5.6,0.0, ,27.0,14.9,94,45,2.05,30.14
AIREYS INLET,21/11/2017,5.6,0.0, ,27.5,15.7,80,49,1.52,30.06
AIREYS INLET,22/11/2017,6.3,0.0, ,29.3,17.6,90,37,2.35,30.38
AIREYS INLET,23/11/2017,4.8,0.0, ,23.8,15.8,90,55,2.13,26.96
AIREYS INLET,24/11/2017,3.3,0.0, ,23.9,16.4,90,64,1.74,16.28
AIREYS INLET,25/11/2017,3.3,0.4, ,25.8,16.1,95,58,2.44,13.58
AIREYS INLET,26/11/2017, ,7.4, ,22.7,18.1,96,75,4.88, 
AIREYS INLET,27/11/2017,3.9,13.8, ,20.8,14.6,95,56,4.39,20.29
AIREYS INLET,28/11/2017,5.0,0.0, ,22.9,13.5,91,67,2.24,30.62
AIREYS INLET,29/11/2017,5.5,0.0, ,27.4,15.9,96,62,1.60,30.30
AIREYS INLET,30/11/2017,7.2,0.0, ,35.2,20.9,85,31,4.19,22.41
AIREYS INLET,01/12/2017,2.1,12.2, ,21.6,19.2,96,78,6.09,7.19
AIREYS INLET,02/12/2017,1.4,2.6, ,14.4,13.6,96,79,10.61,2.71
AIREYS INLET,03/12/2017,3.4,12.2, ,17.5,10.7,95,58,9.31,17.27
AIREYS INLET,04/12/2017,3.0,1.4, ,18.1,10.7,94,60,5.67,14.20
AIREYS INLET,05/12/2017,2.9,1.6, ,18.4,11.2,89,70,3.17,16.00
AIREYS INLET,06/12/2017,4.3,0.0, ,21.1,14.2,90,61,3.11,24.55
AIREYS INLET,07/12/2017,3.6,0.0, ,21.9,10.4,95,51,4.38,14.96
AIREYS INLET,08/12/2017,4.7,2.8, ,19.8,9.4,85,38,3.97,24.19
AIREYS INLET,09/12/2017,4.5,0.8, ,22.4,13.1,85,48,4.72,19.47
AIREYS INLET,10/12/2017,3.2,0.0, ,22.2,12.6,87,65,2.90,15.26
AIREYS INLET,11/12/2017,4.4,0.0, ,21.7,10.4,88,59,3.69,25.09
AIREYS INLET,12/12/2017,5.2,0.0, ,24.5,11.8,92,57,1.81,30.98
AIREYS INLET,13/12/2017,9.6,0.0, ,39.0,11.6,95,10,4.16,26.97
AIREYS INLET,14/12/2017,6.8,0.0, ,24.0,18.1,73,28,4.86,29.42
AIREYS INLET,15/12/2017,5.3,0.0, ,22.9,10.0,85,47,2.90,30.55
AIREYS INLET,16/12/2017,5.2,0.0, ,23.3,11.8,88,49,3.25,28.83
AIREYS INLET,17/12/2017,4.5,0.0, ,22.4,15.3,90,59,3.11,24.51
AIREYS INLET,18/12/2017,3.7,0.0, ,27.9,14.5,95,54,1.81,16.21
AIREYS INLET,19/12/2017,8.6,0.0, ,36.1,18.5,75,27,5.22,23.79
AIREYS INLET,20/12/2017,5.2,0.0, ,22.6,15.3,75,43,5.08,21.04
AIREYS INLET,21/12/2017,4.5,0.6, ,23.0,12.2,85,53,3.30,23.19
AIREYS INLET,22/12/2017,5.1,0.0, ,23.5,12.9,89,51,2.67,28.67
AIREYS INLET,23/12/2017,3.1,0.0, ,22.5,12.2,91,60,2.70,13.72
AIREYS INLET,24/12/2017,5.7,0.0, ,20.9,13.8,82,44,6.55,28.92
AIREYS INLET,25/12/2017,5.0,0.0, ,21.6,13.8,78,50,4.60,24.38
AIREYS INLET,26/12/2017,4.7,0.0, ,24.4,14.7,86,59,3.12,24.36
AIREYS INLET,01/01/2018,5.4,0.0, ,23.7,14.2,83,48,4.31,27.41
AIREYS INLET,02/01/2018,4.4,0.0, ,22.6,11.3,88,46,4.12,19.28
AIREYS INLET,03/01/2018,5.3,0.0, ,22.4,12.1,93,46,4.49,29.48
AIREYS INLET,04/01/2018,5.3,0.0, ,23.9,11.6,87,55,3.84,30.13
AIREYS INLET,05/01/2018,5.5,0.0, ,28.5,12.2,91,58,1.90,30.31
AIREYS INLET,06/01/2018,13.9,0.0, ,42.1,15.2,87,9,7.50,31.39
AIREYS INLET,07/01/2018,4.8,0.0, ,23.1,15.9,87,48,3.80,22.57
AIREYS INLET,08/01/2018,5.2,0.0, ,23.3,14.0,84,49,3.36,27.64
AIREYS INLET,09/01/2018,5.6,0.0, ,21.4,11.7,87,45,6.36,30.18
AIREYS INLET,10/01/2018,4.5,0.0, ,23.4,14.3,90,57,3.35,23.54
AIREYS INLET,11/01/2018,5.1,0.0, ,27.2,15.1,94,61,1.35,28.13
AIREYS INLET,12/01/2018,3.9,0.2, ,25.2,19.8,89,33,5.34,3.56
AIREYS INLET,13/01/2018,3.5,3.2, ,18.7,13.1,92,57,5.63,17.20
AIREYS INLET,14/01/2018,5.4,7.4, ,20.3,11.1,87,44,6.03,30.38
AIREYS INLET,15/01/2018,3.5,0.2, ,20.9,13.0,95,60,5.47,16.05
AIREYS INLET,16/01/2018,5.2,0.0, ,24.1,13.2,89,55,2.96,29.39
AIREYS INLET,17/01/2018,5.6,0.0, ,28.0,13.7,88,54,2.06,30.57
AIREYS INLET,18/01/2018,11.0,0.0, ,41.7,15.7,69,7,4.36,30.60
AIREYS INLET,19/01/2018,9.5,0.0, ,34.5,24.7,94,11,5.61,30.13
AIREYS INLET,20/01/2018,3.8,0.0, ,23.9,17.6,95,63,4.17,17.57
AIREYS INLET,21/01/2018,4.0,0.2, ,25.8,17.7,96,69,3.26,20.09
AIREYS INLET,22/01/2018,5.4,0.0, ,25.1,16.9,93,53,3.64,28.61
AIREYS INLET,23/01/2018,5.2,0.0, ,24.1,13.2,80,49,3.00,28.23
AIREYS INLET,24/01/2018,5.0,0.0, ,24.4,13.9,88,49,3.14,25.92
AIREYS INLET,25/01/2018,2.9,0.0, ,23.9,16.4,88,67,2.91,11.95
AIREYS INLET,26/01/2018,2.1,0.0, ,22.1,17.0,91,74,2.71,7.93
AIREYS INLET,27/01/2018,4.1,0.4, ,28.5,18.7,96,68,1.74,20.38
AIREYS INLET,28/01/2018,6.9,0.0, ,35.8,19.2,93,32,2.60,27.33
AIREYS INLET,29/01/2018,4.3,0.0, ,28.6,23.4,96,38,5.74,7.27
AIREYS INLET,30/01/2018,3.6,8.2, ,19.3,14.9,94,52,7.65,13.45
AIREYS INLET,31/01/2018,4.5,0.2, ,20.1,12.6,83,42,7.23,15.41
AIREYS INLET,01/02/2018,4.6,0.0, ,20.9,13.0,71,50,5.24,20.64
AIREYS INLET,02/02/2018,4.9,0.0, ,23.5,15.2,85,55,4.98,24.91
AIREYS INLET,03/02/2018,4.8,0.0, ,24.9,17.3,89,60,3.54,25.01
AIREYS INLET,04/02/2018,5.1,0.0, ,25.9,16.9,91,56,2.93,26.87
AIREYS INLET,05/02/2018,4.5,0.0, ,24.2,14.9,87,59,2.56,24.51
AIREYS INLET,06/02/2018,5.2,0.0, ,27.3,17.6,90,59,2.54,27.43
AIREYS INLET,07/02/2018,5.1,0.0, ,27.6,17.1,95,58,2.03,27.30
AIREYS INLET,08/02/2018,3.3,0.0, ,25.5,19.7,89,63,3.04,13.06
AIREYS INLET,09/02/2018,3.2,0.0, ,26.0,18.3,92,66,2.22,14.39
AIREYS INLET,10/02/2018,8.0,0.0, ,36.1,15.7,95,24,5.90,17.46
AIREYS INLET,11/02/2018,3.6,0.0, ,21.0,14.7,78,51,5.35,10.22
AIREYS INLET,12/02/2018,4.8,0.0, ,25.1,14.0,80,43,3.74,20.38
AIREYS INLET,13/02/2018,4.0,0.0, ,23.1,13.3,89,57,2.09,22.60
AIREYS INLET,14/02/2018,5.0,4.2, ,20.3,12.5,89,34,7.96,18.47
AIREYS INLET,15/02/2018,2.3,0.0, ,19.8,11.9,89,60,4.28,5.56
AIREYS INLET,16/02/2018,4.8,0.0, ,22.9,12.6,90,45,4.19,24.82
AIREYS INLET,17/02/2018,4.6,0.0, ,24.3,11.3,88,47,3.27,24.12
AIREYS INLET,18/02/2018,2.9,0.0, ,23.4,14.2,94,60,2.53,12.71
AIREYS INLET,19/02/2018,2.8,0.4, ,21.1,15.4,93,69,6.13,12.09
AIREYS INLET,20/02/2018,5.1,0.0, ,23.5,16.1,79,51,4.82,25.12
AIREYS INLET,21/02/2018,3.0,0.0, ,26.5,14.3,87,42,1.75,11.20
AIREYS INLET,22/02/2018,3.5,0.0, ,26.1,16.6,92,55,1.49,17.53
AIREYS INLET,23/02/2018,3.2,1.8, ,27.2,18.8,96,63,2.25,14.09
AIREYS INLET,24/02/2018,4.8,1.2, ,26.6,19.6,90,37,6.80,8.88
AIREYS INLET,25/02/2018,3.9,0.0, ,19.7,14.5,85,47,6.15,15.43
AIREYS INLET,26/02/2018,4.2,0.0, ,22.3,14.4,83,57,4.43,21.58
AIREYS INLET,27/02/2018,7.0,0.0, ,33.9,13.2,95,20,3.91,24.10
AIREYS INLET,28/02/2018,6.4,0.0, ,25.2,17.4,80,31,7.93,19.96
AIREYS INLET,01/03/2018,4.4,0.2, ,22.8,15.0,84,57,5.40,22.08
AIREYS INLET,02/03/2018,3.4,0.0, ,21.9,15.4,91,59,1.74,19.84
AIREYS INLET,03/03/2018,6.2,0.0, ,30.0,13.9,95,27,5.20,20.03
AIREYS INLET,04/03/2018,4.3,0.0, ,22.5,13.1,82,41,4.66,17.54
AIREYS INLET,05/03/2018,3.9,0.0, ,22.5,13.1,80,44,4.57,13.77
AIREYS INLET,06/03/2018,4.3,0.4, ,22.8,14.7,78,53,4.37,21.23
AIREYS INLET,07/03/2018,4.1,0.0, ,24.9,16.1,84,58,2.38,22.40
AIREYS INLET,08/03/2018,3.8,0.0, ,24.1,15.0,88,60,2.17,22.16
